date,year,month,day,weekday,is_weekend,barrio,lat,lon,population_factor,tourism_factor,infrastructure_age,coastal,season_index,temperature_c,rainfall_mm,consumption_m3_day,flow_m3h,pressure_bar,risk_score,breakdown_probability,breakdown_event,pressure_alert,flow_alert,anomaly_alert,total_alerts,risk_level
2025-05-30,2025,5,30,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,105,27.223,8.112,472.508,19.641,3.667,0.3352,0.0534,0,0,0,0,0,bajo
2025-05-31,2025,5,31,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,105,21.915,7.78,570.81,22.851,3.338,0.3415,0.0534,0,0,0,0,0,bajo
2025-06-01,2025,6,1,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,25.904,11.026,560.324,23.38,3.419,0.3433,0.0534,0,0,0,0,0,bajo
2025-06-02,2025,6,2,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,27.14,0.0,479.826,18.857,3.614,0.3671,0.0534,0,0,0,0,0,bajo
2025-06-03,2025,6,3,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,23.995,13.172,502.22,19.309,3.619,0.3664,0.0534,0,0,0,0,0,bajo
2025-06-04,2025,6,4,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,25.179,0.0,524.246,21.193,3.484,0.4316,0.0534,0,0,0,0,0,medio
2025-06-05,2025,6,5,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,24.492,6.698,432.526,17.281,3.546,0.323,0.0534,0,0,0,0,0,bajo
2025-06-06,2025,6,6,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,25.477,19.366,488.92,21.263,3.598,0.3261,0.0534,0,0,0,0,0,bajo
2025-06-07,2025,6,7,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,27.461,0.0,521.907,23.884,3.435,0.4598,0.0534,0,0,0,0,0,medio
2025-06-08,2025,6,8,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,24.964,17.381,526.508,22.047,3.591,0.3325,0.0534,0,0,0,0,0,bajo
2025-06-09,2025,6,9,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,26.313,4.392,503.839,23.0,3.465,0.3572,0.0534,0,0,0,0,0,bajo
2025-06-10,2025,6,10,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,22.656,6.903,513.62,20.648,3.317,0.3762,0.0534,0,0,0,0,0,bajo
2025-06-11,2025,6,11,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,23.738,0.0,549.554,23.503,3.452,0.4286,0.0534,0,0,0,0,0,medio
2025-06-12,2025,6,12,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,27.441,13.585,468.423,18.875,3.443,0.3901,0.0534,0,0,0,0,0,bajo
2025-06-13,2025,6,13,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,23.066,12.91,541.705,22.455,3.523,0.3306,0.0534,0,0,0,0,0,bajo
2025-06-14,2025,6,14,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,24.034,12.635,550.023,22.54,3.451,0.2809,0.0534,0,0,0,0,0,bajo
2025-06-15,2025,6,15,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,21.629,11.405,542.927,22.321,3.497,0.3454,0.0534,0,0,0,0,0,bajo
2025-06-16,2025,6,16,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,22.786,10.558,490.258,19.991,3.463,0.3623,0.0534,0,0,0,0,0,bajo
2025-06-17,2025,6,17,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,24.703,16.005,543.078,22.978,3.579,0.482,0.0534,0,0,0,0,0,medio
2025-06-18,2025,6,18,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,26.371,21.511,524.337,23.927,3.715,0.3672,0.0552,0,0,0,0,0,bajo
2025-06-19,2025,6,19,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,25.553,1.991,594.172,25.734,3.49,0.3197,0.0534,0,0,0,0,0,bajo
2025-06-20,2025,6,20,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,22.978,14.447,434.316,19.349,3.475,0.2838,0.0534,0,0,0,0,0,bajo
2025-06-21,2025,6,21,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,24.782,7.029,586.546,24.905,3.582,0.375,0.0534,0,0,0,0,0,bajo
2025-06-22,2025,6,22,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,22.794,9.931,517.058,22.966,3.513,0.4139,0.0534,0,0,0,0,0,medio
2025-06-23,2025,6,23,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,27.466,0.0,507.55,20.133,3.261,0.3282,0.0534,0,0,0,0,0,bajo
2025-06-24,2025,6,24,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,24.712,5.63,534.757,22.41,3.573,0.395,0.0534,0,0,0,0,0,bajo
2025-06-25,2025,6,25,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,24.082,17.031,473.873,19.66,3.647,0.3617,0.0534,0,0,0,0,0,bajo
2025-06-26,2025,6,26,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,28.189,20.375,515.382,20.432,3.26,0.4289,0.0539,0,0,0,0,0,medio
2025-06-27,2025,6,27,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,25.35,0.0,515.955,20.975,3.524,0.4711,0.0534,0,0,0,0,0,medio
2025-06-28,2025,6,28,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,25.621,7.2,555.173,22.296,3.561,0.3688,0.0534,0,0,0,0,0,bajo
2025-06-29,2025,6,29,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,25.979,0.0,524.0,22.503,3.649,0.4027,0.0534,0,0,0,0,0,medio
2025-06-30,2025,6,30,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,125,24.68,10.229,558.889,24.359,3.605,0.3888,0.0534,0,0,0,0,0,bajo
2025-07-01,2025,7,1,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,20.63,3.289,525.872,21.361,3.571,0.3355,0.0534,0,0,0,0,0,bajo
2025-07-02,2025,7,2,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,24.851,12.902,495.411,19.785,3.624,0.4137,0.0534,0,0,0,0,0,medio
2025-07-03,2025,7,3,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,22.472,0.0,504.243,22.489,3.398,0.3815,0.0534,0,0,0,0,0,bajo
2025-07-04,2025,7,4,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,22.282,4.853,463.8,19.927,3.429,0.2926,0.0534,0,0,0,0,0,bajo
2025-07-05,2025,7,5,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,23.052,0.0,490.491,21.009,3.502,0.3283,0.0534,0,0,0,0,0,bajo
2025-07-06,2025,7,6,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,23.042,21.644,576.115,23.876,3.587,0.3899,0.0554,0,0,0,0,0,bajo
2025-07-07,2025,7,7,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,19.809,0.0,456.976,19.299,3.454,0.3894,0.0534,0,0,0,0,0,bajo
2025-07-08,2025,7,8,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,23.774,0.0,520.307,20.644,3.589,0.4339,0.0534,0,0,0,0,0,medio
2025-07-09,2025,7,9,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,22.473,11.101,458.262,17.415,3.575,0.4271,0.0534,0,0,0,0,0,medio
2025-07-10,2025,7,10,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,22.762,9.95,486.082,19.91,3.586,0.3757,0.0534,0,0,0,0,0,bajo
2025-07-11,2025,7,11,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,21.265,5.72,492.642,20.173,3.445,0.3698,0.0534,0,0,0,0,0,bajo
2025-07-12,2025,7,12,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,22.757,2.715,505.055,18.994,3.621,0.4044,0.0534,0,0,0,0,0,medio
2025-07-13,2025,7,13,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,23.761,0.0,525.115,21.3,3.469,0.4073,0.0534,0,0,0,0,0,medio
2025-07-14,2025,7,14,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,22.229,12.689,506.56,20.482,3.536,0.4219,0.0534,0,0,0,0,0,medio
2025-07-15,2025,7,15,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,20.752,0.0,534.946,21.969,3.236,0.3408,0.0534,0,0,0,0,0,bajo
2025-07-16,2025,7,16,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,22.27,12.884,476.555,20.785,3.549,0.3089,0.0534,0,0,0,0,0,bajo
2025-07-17,2025,7,17,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,23.481,6.356,516.168,20.875,3.571,0.3536,0.0534,0,0,0,0,0,bajo
2025-07-18,2025,7,18,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,20.76,30.282,475.89,21.089,3.614,0.3288,0.0658,0,0,0,0,0,bajo
2025-07-19,2025,7,19,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,21.995,8.474,539.72,22.096,3.446,0.3948,0.0534,0,0,0,0,0,bajo
2025-07-20,2025,7,20,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,21.44,14.595,548.724,21.37,3.376,0.2684,0.0534,0,0,0,0,0,bajo
2025-07-21,2025,7,21,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,23.772,0.0,524.364,24.018,3.318,0.3536,0.0534,0,0,0,0,0,bajo
2025-07-22,2025,7,22,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,24.162,5.135,492.637,20.76,3.444,0.3531,0.0534,0,0,0,0,0,bajo
2025-07-23,2025,7,23,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,21.824,1.779,499.952,20.926,3.581,0.4029,0.0534,0,0,0,0,0,medio
2025-07-24,2025,7,24,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,24.851,6.532,494.649,19.679,3.749,0.4875,0.0534,0,0,0,0,0,medio
2025-07-25,2025,7,25,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,22.921,9.097,549.843,22.634,3.561,0.391,0.0534,0,0,0,0,0,bajo
2025-07-26,2025,7,26,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,24.893,4.758,583.925,24.326,3.421,0.3711,0.0534,0,0,0,0,0,bajo
2025-07-27,2025,7,27,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,21.561,1.341,488.643,19.523,3.54,0.421,0.0534,0,0,0,0,0,medio
2025-07-28,2025,7,28,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,23.384,0.0,478.619,19.746,3.63,0.3419,0.0534,0,0,0,0,0,bajo
2025-07-29,2025,7,29,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,24.911,0.0,470.538,19.829,3.51,0.345,0.0534,0,0,0,0,0,bajo
2025-07-30,2025,7,30,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,21.35,1.396,503.598,18.847,3.622,0.298,0.0534,0,0,0,0,0,bajo
2025-07-31,2025,7,31,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,168,24.239,11.124,507.336,19.334,3.434,0.3575,0.0534,0,0,0,0,0,bajo
2025-08-01,2025,8,1,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,20.895,25.556,561.541,22.772,3.638,0.3506,0.0601,0,0,0,0,0,bajo
2025-08-02,2025,8,2,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,17.309,0.0,560.835,23.16,3.302,0.3387,0.0534,0,0,0,0,0,bajo
2025-08-03,2025,8,3,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,18.993,0.0,608.842,25.584,3.673,0.367,0.0534,0,0,0,0,0,bajo
2025-08-04,2025,8,4,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,19.187,2.852,619.831,23.465,3.411,0.2992,0.0534,0,0,0,0,0,bajo
2025-08-05,2025,8,5,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,16.082,13.159,498.376,20.501,3.616,0.3955,0.0534,0,0,0,0,0,bajo
2025-08-06,2025,8,6,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,21.004,22.093,500.889,21.375,3.476,0.368,0.0559,0,0,0,0,0,bajo
2025-08-07,2025,8,7,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,18.385,3.803,588.036,23.086,3.2,0.3808,0.0534,0,0,0,0,0,bajo
2025-08-08,2025,8,8,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,18.974,13.554,538.319,21.946,3.48,0.4196,0.0534,0,0,0,0,0,medio
2025-08-09,2025,8,9,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,20.276,0.0,594.793,22.871,3.549,0.3753,0.0534,0,0,0,0,0,bajo
2025-08-10,2025,8,10,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,20.622,0.218,573.193,24.245,3.454,0.421,0.0534,0,0,0,0,0,medio
2025-08-11,2025,8,11,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,18.313,18.954,559.82,22.343,3.391,0.3676,0.0534,0,0,0,0,0,bajo
2025-08-12,2025,8,12,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,15.863,0.403,522.798,20.217,3.38,0.3782,0.0534,0,0,0,0,0,bajo
2025-08-13,2025,8,13,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,18.568,0.0,534.624,20.601,3.675,0.4598,0.0534,1,0,0,0,1,medio
2025-08-14,2025,8,14,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,17.5,15.299,560.81,25.557,3.75,0.2883,0.0534,0,0,0,0,0,bajo
2025-08-15,2025,8,15,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,18.849,12.549,566.837,24.487,3.611,0.3579,0.0534,0,0,0,0,0,bajo
2025-08-16,2025,8,16,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,20.964,0.0,638.169,25.574,3.427,0.3802,0.0534,0,0,0,0,0,bajo
2025-08-17,2025,8,17,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,16.876,15.816,514.812,24.153,3.493,0.3333,0.0534,0,0,0,0,0,bajo
2025-08-18,2025,8,18,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,15.49,4.606,534.89,20.876,3.424,0.4499,0.0534,0,0,0,0,0,medio
2025-08-19,2025,8,19,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,19.782,0.526,498.56,20.523,3.214,0.3175,0.0534,0,0,0,0,0,bajo
2025-08-20,2025,8,20,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,16.125,13.451,537.321,21.695,3.579,0.2942,0.0534,0,0,0,0,0,bajo
2025-08-21,2025,8,21,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,20.859,28.14,563.795,24.045,3.422,0.3565,0.0632,0,0,0,0,0,bajo
2025-08-22,2025,8,22,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,21.243,11.447,572.69,22.769,3.564,0.3465,0.0534,0,0,0,0,0,bajo
2025-08-23,2025,8,23,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,20.107,2.827,539.024,22.867,3.482,0.3872,0.0534,0,0,0,0,0,bajo
2025-08-24,2025,8,24,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,21.144,13.577,592.378,24.065,3.443,0.4072,0.0534,1,0,0,0,1,medio
2025-08-25,2025,8,25,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,19.859,0.267,604.254,25.421,3.497,0.365,0.0534,0,0,0,0,0,bajo
2025-08-26,2025,8,26,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,17.303,1.281,569.298,24.005,3.422,0.3569,0.0534,0,0,0,0,0,bajo
2025-08-27,2025,8,27,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,19.336,21.59,561.226,24.581,3.441,0.4121,0.0553,0,0,0,0,0,medio
2025-08-28,2025,8,28,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,19.456,8.669,600.747,26.981,3.452,0.3536,0.0534,1,0,0,0,1,bajo
2025-08-29,2025,8,29,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,18.741,19.323,555.044,23.726,3.592,0.3336,0.0534,0,0,0,0,0,bajo
2025-08-30,2025,8,30,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,19.964,0.597,521.481,20.552,3.63,0.3538,0.0534,0,0,0,0,0,bajo
2025-08-31,2025,8,31,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,162,17.634,11.022,564.77,24.057,3.435,0.4097,0.0534,0,0,0,0,0,medio
2025-09-01,2025,9,1,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,14.922,9.555,545.154,23.032,3.438,0.375,0.0534,0,0,0,0,0,bajo
2025-09-02,2025,9,2,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,15.804,11.315,515.328,21.565,3.585,0.3093,0.0534,0,0,0,0,0,bajo
2025-09-03,2025,9,3,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,14.049,10.269,472.551,20.255,3.494,0.2539,0.0534,0,0,0,0,0,bajo
2025-09-04,2025,9,4,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,14.592,0.0,575.99,24.224,3.57,0.3336,0.0534,0,0,0,0,0,bajo
2025-09-05,2025,9,5,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,14.052,10.268,555.82,23.078,3.591,0.3881,0.0534,0,0,0,0,0,bajo
2025-09-06,2025,9,6,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,16.307,21.483,579.987,25.781,3.46,0.384,0.0552,0,0,0,0,0,bajo
2025-09-07,2025,9,7,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,14.848,9.205,552.208,21.865,3.508,0.4369,0.0534,0,0,0,0,0,medio
2025-09-08,2025,9,8,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,15.625,23.243,544.926,21.583,3.455,0.373,0.0573,0,0,0,0,0,bajo
2025-09-09,2025,9,9,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,15.958,20.42,487.73,20.174,3.163,0.3666,0.0539,0,0,0,0,0,bajo
2025-09-10,2025,9,10,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,17.707,25.286,574.746,22.799,3.367,0.3254,0.0598,0,0,0,0,0,bajo
2025-09-11,2025,9,11,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,13.677,8.53,514.913,20.105,3.545,0.3786,0.0534,0,0,0,0,0,bajo
2025-09-12,2025,9,12,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,13.09,14.297,541.939,22.128,3.57,0.3057,0.0534,0,0,0,0,0,bajo
2025-09-13,2025,9,13,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,15.82,6.156,587.774,23.087,3.387,0.292,0.0534,0,0,0,0,0,bajo
2025-09-14,2025,9,14,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,14.329,16.05,572.981,25.259,3.443,0.2826,0.0534,0,0,0,0,0,bajo
2025-09-15,2025,9,15,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,13.425,13.133,469.658,19.3,3.601,0.3972,0.0534,0,0,0,0,0,bajo
2025-09-16,2025,9,16,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,14.966,7.525,534.555,22.971,3.41,0.3482,0.0534,0,0,0,0,0,bajo
2025-09-17,2025,9,17,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,16.013,9.121,503.052,21.822,3.496,0.337,0.0534,0,0,0,0,0,bajo
2025-09-18,2025,9,18,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,14.449,0.0,573.82,22.84,3.845,0.3553,0.0534,0,0,0,0,0,bajo
2025-09-19,2025,9,19,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,17.592,11.003,550.877,23.329,3.326,0.2709,0.0534,0,0,0,0,0,bajo
2025-09-20,2025,9,20,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,12.616,26.253,593.298,24.87,3.422,0.5,0.0609,0,0,0,0,0,medio
2025-09-21,2025,9,21,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,13.964,17.57,551.787,21.766,3.482,0.4084,0.0534,0,0,0,0,0,medio
2025-09-22,2025,9,22,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,18.088,0.0,576.621,22.78,3.37,0.3505,0.0534,0,0,0,0,0,bajo
2025-09-23,2025,9,23,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,13.359,0.0,589.848,25.618,3.477,0.3389,0.0534,0,0,0,0,0,bajo
2025-09-24,2025,9,24,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,14.871,6.364,488.933,20.868,3.465,0.3841,0.0534,0,0,0,0,0,bajo
2025-09-25,2025,9,25,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,15.92,13.5,532.686,22.755,3.608,0.4548,0.0534,0,0,0,0,0,medio
2025-09-26,2025,9,26,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,16.635,0.0,575.79,23.223,3.584,0.4538,0.0534,1,0,0,0,1,medio
2025-09-27,2025,9,27,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,14.971,11.114,560.665,24.674,3.48,0.2778,0.0534,0,0,0,0,0,bajo
2025-09-28,2025,9,28,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,16.29,12.388,549.669,21.574,3.402,0.3859,0.0534,0,0,0,0,0,bajo
2025-09-29,2025,9,29,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,15.679,12.653,586.337,25.287,3.4,0.3042,0.0534,0,0,0,0,0,bajo
2025-09-30,2025,9,30,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,118,17.114,14.649,563.805,22.753,3.55,0.304,0.0534,0,0,0,0,0,bajo
2025-10-01,2025,10,1,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,9.693,0.23,527.071,22.109,3.514,0.2843,0.0534,0,0,0,0,0,bajo
2025-10-02,2025,10,2,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,12.755,16.206,488.856,21.561,3.575,0.2676,0.0534,0,0,0,0,0,bajo
2025-10-03,2025,10,3,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,13.957,18.741,466.496,18.629,3.441,0.4255,0.0534,0,0,0,0,0,medio
2025-10-04,2025,10,4,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,12.622,22.964,510.416,21.193,3.361,0.3037,0.057,0,0,0,0,0,bajo
2025-10-05,2025,10,5,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,11.377,22.294,498.142,21.027,3.55,0.409,0.0562,0,0,0,0,0,medio
2025-10-06,2025,10,6,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,13.2,11.36,470.745,18.454,3.496,0.3323,0.0534,0,0,0,0,0,bajo
2025-10-07,2025,10,7,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,12.529,18.684,518.676,22.472,3.476,0.3747,0.0534,0,0,0,0,0,bajo
2025-10-08,2025,10,8,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,12.483,6.894,481.804,18.863,3.578,0.4217,0.0534,0,0,0,0,0,medio
2025-10-09,2025,10,9,3,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,7.938,1.959,479.746,17.537,3.587,0.4114,0.0534,0,0,0,0,0,medio
2025-10-10,2025,10,10,4,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,11.064,21.947,469.893,18.137,3.606,0.4337,0.0558,0,0,0,0,0,medio
2025-10-11,2025,10,11,5,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,10.672,24.66,530.222,23.381,3.624,0.3026,0.059,0,0,0,0,0,bajo
2025-10-12,2025,10,12,6,1,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,12.395,27.348,507.14,22.771,3.287,0.408,0.0622,0,0,0,0,0,medio
2025-10-13,2025,10,13,0,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,12.78,31.879,439.343,19.687,3.622,0.3601,0.0677,0,0,0,0,0,bajo
2025-10-14,2025,10,14,1,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,11.721,20.571,473.577,19.114,3.588,0.3473,0.0541,0,0,0,0,0,bajo
2025-10-15,2025,10,15,2,0,CAROLINAS ALTAS,38.3604,-0.4895,0.88,0.15,38,0,95,13.992,10.687,465.745,20.349,3.55,0.3041,0.0534,0,0,0,0,0,bajo
